;rxcui;drug_name;clean_name;rxcui_x;variable;rxcui_y;name;atc
20914;1299655.0;Acti Cla 1 circul kni ope toe bel kne stocki medium [ACTIVA];Acti Cla 1 Circul Kni Ope Toe Bel Kne Stocki Medium Activa;1299655.0;PIN;10989.0;undecylenic acid;['D01AE04']
20915;809313.0;PANOXYL 10 ACNEGEL gel 10%;Panoxyl 10 Acnegel Gel 10%;809313.0;IN;1418.0;benzoyl peroxide;['D10AE01']
20922;152056.0;Colofac MR 200mg capsules (Abbott Healthcare Products Ltd);Colofac Mr 200Mg Capsules Abbott Healthcare Products Ltd;152056.0;IN;6980.0;minocycline;['A01AB23', 'D10AF07', 'J01AA08']
20923;1999652.0;BONJELA JEL;Bonjela Jel;1999652.0;IN;3642.0;doxylamine;['R06AA09']
20927;1251596.0;IntronA 3million unit powder and solvent for solution for injection vials (Schering-Plough Ltd);Introna 3Million Unit Powder And Solvent For Solution For Injection Vials Schering-Plough Ltd;1251596.0;IN;5880.0;interferon alfa-2b;['L03AB05']
20930;8887.0;VENTOLIN NEBULES INH 5;Ventolin Nebules Inh 5;8887.0;IN;435.0;albuterol;['R03AC02', 'R03CC02']
20934;855633.0;DICLOVOL ec tab 50mg;Diclovol Ec Tab 50Mg;855633.0;IN;3355.0;diclofenac;['D11AX18', 'M01AB05', 'M02AA15', 'S01BC03']
20935;104896.0;ZOFRAN TAB 8;Zofran Tab 8;104896.0;IN;26225.0;ondansetron;['A04AA01']
20937;1607001.0;Bioc Aquama Hydro mal fol pre-f 14Ch-10ml ball [BARD] D2264;Bioc Aquama Hydro Mal Fol Pre-F 14Ch-10Ml Ball Bard D2264;1607001.0;IN;11248.0;vitamin B12;['B03BA01']
20943;1041849.0;Dexeryl crm [FABRE];Dexeryl Crm Fabre;1041849.0;IN;448.0;ethanol;['D08AX08', 'V03AB16', 'V03AZ01']
20945;284420.0;Differin Cream 0.1 %;Differin Cream 0.1 %;284420.0;IN;60223.0;adapalene;['D10AD03']
20956;978757.0;FRAGMIN GRADUATED SYRINGE inj soln 10000 iu/1ml;Fragmin Graduated Syringe Inj Soln 10000 Iu 1Ml;978757.0;IN;67109.0;dalteparin;['B01AB04']
20958;313803.0;Mepiform sheet 9cm x 18cm rectangular (Molnlycke Health C...;Mepiform Sheet 9Cm X 18Cm Rectangular Molnlycke Health C...;313803.0;IN;1151.0;ascorbic acid;['A11GA01', 'G01AD03', 'S01XA15']
20959;152056.0;ZYBAN mr tab 150mg;Zyban Mr Tab 150Mg;152056.0;IN;6980.0;minocycline;['A01AB23', 'D10AF07', 'J01AA08']
20960;891522.0;VELOSEF caps 250mg;Velosef Caps 250Mg;891522.0;IN;10454.0;thiamine;['A11DA01']
20968;619044.0;Ferrograd Folic 325mg/350microgram modified-release tablets (Teofarma);Ferrograd Folic 325Mg 350Microgram Modified-Release Tablets Teofarma;619044.0;IN;4511.0;folic acid;['B03BB01', 'V04CX02']
20975;427163.0;Alphaderm Cream N/A;Alphaderm Cream N A;427163.0;IN;31819.0;nitazoxanide;['P01AX11']
20976;1359031.0;LOESTRIN 30 tabs 1.5mg + 30mcg;Loestrin 30 Tabs 1.5Mg + 30Mcg;1359031.0;IN;4124.0;ethinyl estradiol;['G03CA01', 'L02AA03']
20976;1359031.0;LOESTRIN 30 tabs 1.5mg + 30mcg;Loestrin 30 Tabs 1.5Mg + 30Mcg;1359031.0;MIN;384410.0;ethinyl estradiol / norethindrone;['G03AA05', 'G03AB04']
20977;707571.0;Ferrograd Filmtabs 325 mg;Ferrograd Filmtabs 325 Mg;707571.0;IN;11248.0;vitamin B12;['B03BA01']
20979;1359031.0;Loestrin 30 tablets (Galen Ltd);Loestrin 30 Tablets Galen Ltd;1359031.0;IN;4124.0;ethinyl estradiol;['G03CA01', 'L02AA03']
20979;1359031.0;Loestrin 30 tablets (Galen Ltd);Loestrin 30 Tablets Galen Ltd;1359031.0;MIN;384410.0;ethinyl estradiol / norethindrone;['G03AA05', 'G03AB04']
20980;1992303.0;TIMOPTOL UNIT DOSE 0.5% DRO;Timoptol Unit Dose 0.5% Dro;1992303.0;IN;10600.0;timolol;['C07AA06', 'S01ED01']
20983;542527.0;XALATAN eye drops 0.005%;Xalatan Eye Drops 0.005%;542527.0;IN;43611.0;latanoprost;['S01EE01']
20987;152056.0;MESREN MR tabs 400mg;Mesren Mr Tabs 400Mg;152056.0;IN;6980.0;minocycline;['A01AB23', 'D10AF07', 'J01AA08']
20988;227682.0;Medijel oromucosal gel (Dendron Ltd);Medijel Oromucosal Gel Dendron Ltd;227682.0;IN;3264.0;dexamethasone;['A01AC02', 'C05AA09', 'D07AB19', 'D07XB05', 'D10AA03', 'H02AB02', 'R01AD03', 'S01BA01', 'S01CB01', 'S02BA06', 'S03BA01']
20990;763472.0;CAVERJECT INJ 10mcg;Caverject Inj 10Mcg;763472.0;IN;598.0;alprostadil;['C01EA01', 'G04BE01']
20993;389221.0;Implanon Subdermal Implant 68 mg;Implanon Subdermal Implant 68 Mg;389221.0;IN;14584.0;etonogestrel;['G03AC08']
20994;207356.0;Minocin modified release capsule 100mg;Minocin Modified Release Capsule 100Mg;207356.0;IN;6980.0;minocycline;['A01AB23', 'D10AF07', 'J01AA08']
20996;352618.0;Logynon ED tablets (Bayer Plc);Logynon Ed Tablets Bayer Plc;352618.0;IN;153970.0;hyoscyamine;['A03BA03']
21001;602196.0;Urgotu Duo sof polyme wnd contac dressin 5cmx10cm [URGO LTD];Urgotu Duo Sof Polyme Wnd Contac Dressin 5Cmx10Cm Urgo Ltd;602196.0;IN;8896.0;pseudoephedrine;['R01BA02']
21003;991295.0;Generic Fresubin 5kcal shot drink;Generic Fresubin 5Kcal Shot Drink;991295.0;IN;5933.0;iodine;['D08AG03']
21005;581662.0;Bezalip 400mg Tablet (Roche Products Ltd);Bezalip 400Mg Tablet Roche Products Ltd;581662.0;IN;448.0;ethanol;['D08AX08', 'V03AB16', 'V03AZ01']
21006;6837.0;QUELLADA M LOT 0.5;Quellada M Lot 0.5;6837.0;IN;6837.0;methionine;['V03AB26']
21013;857299.0;Anafranil Capsules 25mg;Anafranil Capsules 25Mg;857299.0;IN;2597.0;clomipramine;['N06AA04']
21016;105398.0;Solu-Cortef 100mg powder and solvent for solution for injection vials (Pfizer Ltd);Solu-Cortef 100Mg Powder And Solvent For Solution For Injection Vials Pfizer Ltd;105398.0;IN;5492.0;hydrocortisone;['A01AC03', 'A07EA02', 'C05AA01', 'D07AA02', 'D07XA01', 'H02AB09', 'S01BA02', 'S01CB03', 'S02BA01']
21017;310197.0;CONJUGATED OESTROGENS +MEDROX(CONTIN.COMB) TABS 625MCG+5MG;Conjugated Oestrogens +Medrox Contin.Comb Tabs 625Mcg+5Mg;310197.0;IN;4099.0;estrogens, conjugated (USP);['G03CA57']
21019;4451.0;TELFAST 180 FC tab 180mg;Telfast 180 Fc Tab 180Mg;4451.0;IN;4451.0;flucytosine;['D01AE21', 'J02AX01']
21027;581549.0;Oestrogel Pump-Pack 0.06% gel (Besins Healthcare (UK) Ltd);Oestrogel Pump-Pack 0.06% Gel Besins Healthcare Uk Ltd;581549.0;IN;4083.0;estradiol;['G03CA03']
21031;685543.0;KLARICID XL TAB 500mg;Klaricid Xl Tab 500Mg;685543.0;IN;21212.0;clarithromycin;['J01FA09']
21032;1000124.0;Provera 10mg tablets (Pfizer Ltd);Provera 10Mg Tablets Pfizer Ltd;1000124.0;IN;6691.0;medroxyprogesterone;['G03AC06', 'G03DA02', 'L02AB02']
21033;198440.0;TYLEX 500mg caps;Tylex 500Mg Caps;198440.0;IN;161.0;acetaminophen;['N02BE01']
21034;315610.0;CEPHRADINE CAP 500;Cephradine Cap 500;315610.0;IN;2239.0;cephradine;['J01DB09']
21035;581662.0;Genisol Liquid (Roche Products Ltd);Genisol Liquid Roche Products Ltd;581662.0;IN;448.0;ethanol;['D08AX08', 'V03AB16', 'V03AZ01']
21037;1094908.0;RAPITIL AQUEOUS EYE 2;Rapitil Aqueous Eye 2;1094908.0;IN;7980.0;penicillin G;['J01CE01', 'S01AA14']
21037;1094908.0;RAPITIL AQUEOUS EYE 2;Rapitil Aqueous Eye 2;1094908.0;PIN;7983.0;penicillin G procaine;['J01CE09']
21038;1046611.0;Otrivine Antistin 0.5%/0.05% eye drops (Thea Pharmaceuticals Ltd);Otrivine Antistin 0.5% 0.05% Eye Drops Thea Pharmaceuticals Ltd;1046611.0;IN;7247.0;naphazoline;['R01AA08', 'R01AB02', 'S01GA01']
21041;209613.0;DULCOLAX sf liq 5mg/5ml;Dulcolax Sf Liq 5Mg 5Ml;209613.0;IN;1596.0;bisacodyl;['A06AB02', 'A06AG02']
21050;151390.0;ATROVENT NEBULISER S INH;Atrovent Nebuliser S Inh;151390.0;PIN;203212.0;ipratropium bromide;['R01AX03', 'R03BB01']
21051;1594418.0;Mfv-Ject Prefilled Syringe;Mfv-Ject Prefilled Syringe;1594418.0;IN;386938.0;follitropin alfa;['G03GA05']
21054;646333.0;Parentrovite intramuscular high potency Injection (Bencard);Parentrovite Intramuscular High Potency Injection Bencard;646333.0;IN;1992.0;capsaicin;['M02AB01', 'N01BX04']
21056;309916.0;LaVera barrier cream 3301 (Opus Healthcare);Lavera Barrier Cream 3301 Opus Healthcare;309916.0;IN;324072.0;dimethicone;['P03AX05']
21057;581662.0;Metrodin 75iu/amp Injection (Serono Ltd);Metrodin 75Iu Amp Injection Serono Ltd;581662.0;IN;448.0;ethanol;['D08AX08', 'V03AB16', 'V03AZ01']
21058;1191307.0;E45 emollient shower cream (Reckitt Benckiser Healthcare ...;E45 Emollient Shower Cream Reckitt Benckiser Healthcare ...;1191307.0;PIN;4461.0;fluocinolone acetonide;['C05AA10', 'D07AC04', 'S01BA15', 'S02BA08']
21061;220601.0;Ultra GF penne [ULTRAPHARM];Ultra Gf Penne Ultrapharm;220601.0;IN;11002.0;urea;['B05BC02', 'D02AE01']
21068;4327.0;FUNGILIN TAB 100mg;Fungilin Tab 100Mg;4327.0;IN;4327.0;fendiline;['C08EA01']
21073;848200.0;DIPROSONE oint;Diprosone Oint;848200.0;IN;1514.0;betamethasone;['A07EA04', 'C05AA05', 'D07AC01', 'D07XC01', 'H02AB01', 'R01AD06', 'R03BA04', 'S01BA06', 'S01CB04', 'S02BA07', 'S03BA03']
21074;201708.0;MARPLAN TAB 10mg;Marplan Tab 10Mg;201708.0;IN;6011.0;isocarboxazid;['N06AF01']
21076;262418.0;TRITACE CAP 5;Tritace Cap 5;262418.0;IN;35296.0;ramipril;['C09AA05']
21083;1190641.0;LOMOTIL tablets 2.5mg+25mcg;Lomotil Tablets 2.5Mg+25Mcg;1190641.0;IN;1223.0;atropine;['A03BA01', 'S01FA01']
21085;221099.0;METRODIN HIGH PURITY INJ 75;Metrodin High Purity Inj 75;221099.0;IN;4249.0;factor IX;['B02BD04']
21087;153101.0;RETIN-A FORTE CRE 0.05%;Retin-A Forte Cre 0.05%;153101.0;IN;10753.0;tretinoin;['D10AD01', 'L01XF01']
21091;203365.0;INDOCID SUP 100mg;Indocid Sup 100Mg;203365.0;IN;5781.0;indomethacin;['C01EB03', 'M01AB01', 'M02AA23', 'S01BC01']
21094;581662.0;SpeediCath catheter male 16Ch 28416 (Coloplast Ltd);Speedicath Catheter Male 16Ch 28416 Coloplast Ltd;581662.0;IN;448.0;ethanol;['D08AX08', 'V03AB16', 'V03AZ01']
21096;1370760.0;LOCOID -C oint 0.1 percent + 3 percent;Locoid -C Oint 0.1 Percent + 3 Percent;1370760.0;IN;5492.0;hydrocortisone;['A01AC03', 'A07EA02', 'C05AA01', 'D07AA02', 'D07XA01', 'H02AB09', 'S01BA02', 'S01CB03', 'S02BA01']
21096;1370760.0;LOCOID -C oint 0.1 percent + 3 percent;Locoid -C Oint 0.1 Percent + 3 Percent;1370760.0;PIN;103468.0;hydrocortisone butyrate;['D07AB02']
21098;215431.0;Suport Hern Suppo fema low wai bla gird medium [AMI] SPX356;Suport Hern Suppo Fema Low Wai Bla Gird Medium Ami Spx356;215431.0;IN;1191.0;aspirin;['A01AD05', 'B01AC06', 'N02BA01']
21100;1242611.0;MYOCRISIN INJ 10MG/0.5ML;Myocrisin Inj 10Mg 0.5Ml;1242611.0;IN;6064.0;isotretinoin;['D10AD04', 'D10BA01']
21102;105898.0;Naprosyn 250mg tablets (Atnahs Pharma UK Ltd);Naprosyn 250Mg Tablets Atnahs Pharma Uk Ltd;105898.0;IN;7258.0;naproxen;['G02CC02', 'M01AE02', 'M02AA12']
21104;8887.0;VENTOLIN CR TAB 4mg;Ventolin Cr Tab 4Mg;8887.0;IN;435.0;albuterol;['R03AC02', 'R03CC02']
21105;358262.0;NovoPen Echo hypodermic insulin injection pen reusable fo...;Novopen Echo Hypodermic Insulin Injection Pen Reusable Fo...;358262.0;IN;358262.0;fosamprenavir;['J05AE07']
21106;1731315.0;INSULIN HUM/ACTRAPID INJ 100I/U;Insulin Hum Actrapid Inj 100I U;1731315.0;IN;253182.0;insulin, regular, human;['A10AB01', 'A10AC01', 'A10AD01', 'A10AE01', 'A10AF01']
21108;830838.0;ADIZEM XL caps 240mg;Adizem Xl Caps 240Mg;830838.0;IN;3443.0;diltiazem;['C05AE03', 'C08DB01']
21109;151539.0;Combivent nebuliser liquid 2.5ml UDVs (Boehringer Ingelheim Ltd);Combivent Nebuliser Liquid 2.5Ml Udvs Boehringer Ingelheim Ltd;151539.0;IN;435.0;albuterol;['R03AC02', 'R03CC02']
21114;617320.0;Lipitor 40mg tablets (Pfizer Ltd);Lipitor 40Mg Tablets Pfizer Ltd;617320.0;IN;83367.0;atorvastatin;['C10AA05']
21117;151414.0;BECOTIDE SUSP FOR NEBULISATION LIQ 50mcg;Becotide Susp For Nebulisation Liq 50Mcg;151414.0;IN;1347.0;beclomethasone;['A07EA07', 'D07AC15', 'R01AD01', 'R03BA01']
21118;10831.0;Co-trimoxazole 40mg/200mg/5ml oral suspension sugar free;Co-Trimoxazole 40Mg 200Mg 5Ml Oral Suspension Sugar Free;10831.0;IN;10180.0;sulfamethoxazole;['J01EC01']
21118;10831.0;Co-trimoxazole 40mg/200mg/5ml oral suspension sugar free;Co-Trimoxazole 40Mg 200Mg 5Ml Oral Suspension Sugar Free;10831.0;MIN;10831.0;sulfamethoxazole / trimethoprim;['J01EE01']
21120;1167118.0;Gaviscon Double Action Liquid 10ml sachets (Reckitt Benckiser Healthcare (UK) Ltd);Gaviscon Double Action Liquid 10Ml Sachets Reckitt Benckiser Healthcare Uk Ltd;1167118.0;IN;29155.0;magnesium carbonate;['A02AA01', 'A06AD01']
21120;1167118.0;Gaviscon Double Action Liquid 10ml sachets (Reckitt Benckiser Healthcare (UK) Ltd);Gaviscon Double Action Liquid 10Ml Sachets Reckitt Benckiser Healthcare Uk Ltd;1167118.0;MIN;1029441.0;aluminum hydroxide / magnesium carbonate;['A02AD03']
21123;891522.0;PALLADONE caps 2.6mg;Palladone Caps 2.6Mg;891522.0;IN;10454.0;thiamine;['A11DA01']
21125;847241.0;NovoRapid FlexPen 100units/ml solution for injection 3ml ...;Novorapid Flexpen 100Units Ml Solution For Injection 3Ml ...;847241.0;IN;139825.0;insulin detemir;['A10AE05']
21129;797544.0;SWABS TOPPER 8 STERILE 7.5 X 7.5CM;Swabs Topper 8 Sterile 7.5 X 7.5Cm;797544.0;IN;797541.0;isopropyl alcohol;['D08AX05']
21131;219233.0;Phillips' Milk of Magnesia 415mg/5ml oral suspension (Omega Pharma Ltd);Phillips' Milk Of Magnesia 415Mg 5Ml Oral Suspension Omega Pharma Ltd;219233.0;IN;6581.0;magnesium hydroxide;['A02AA04', 'G04BX01']
21135;2107522.0;Actrapid 100units/ml solution for injection 10ml vials (Novo Nordisk Ltd);Actrapid 100Units Ml Solution For Injection 10Ml Vials Novo Nordisk Ltd;2107522.0;IN;1670007.0;insulin degludec;['A10AE06']
21136;807283.0;Mirena 20micrograms/24hours intrauterine device (Bayer Plc);Mirena 20Micrograms 24Hours Intrauterine Device Bayer Plc;807283.0;IN;6373.0;levonorgestrel;['G03AC03', 'G03AD01']
21139;1369778.0;Viridal Duo Continuation Pack 20microgram powder and solv...;Viridal Duo Continuation Pack 20Microgram Powder And Solv...;1369778.0;IN;1418.0;benzoyl peroxide;['D10AE01']
21143;7980.0;Simpla abdominal G-strap [COLOPLAST] 383003;Simpla Abdominal G-Strap Coloplast 383003;7980.0;IN;7980.0;penicillin G;['J01CE01', 'S01AA14']
21145;496585.0;CLIMESSE 2mg + 0.7mg;Climesse 2Mg + 0.7Mg;496585.0;IN;2582.0;clindamycin;['D10AF01', 'G01AA10', 'J01FF01']
21149;388311.0;Maxolon 10mg Tablet (Shire Pharmaceuticals Ltd);Maxolon 10Mg Tablet Shire Pharmaceuticals Ltd;388311.0;IN;2002.0;carbamazepine;['N03AF01']
21158;1094326.0;GESTONE inj 50mg/1ml;Gestone Inj 50Mg 1Ml;1094326.0;IN;10898.0;tryptophan;['N06AX02']
21170;7442.0;OstoPEEL No Sting medical adhesive remover spray no fragr...;Ostopeel No Sting Medical Adhesive Remover Spray No Fragr...;7442.0;IN;7442.0;nitric oxide;['R07AX01']
21175;4337.0;Fentalis Reservoir 25micrograms/hour transdermal patches ...;Fentalis Reservoir 25Micrograms Hour Transdermal Patches ...;4337.0;IN;4337.0;fentanyl;['N01AH01', 'N02AB03']
21182;615965.0;MICRALAX MICRO-ENEMA ENE 5;Micralax Micro-Enema Ene 5;615965.0;IN;1418.0;benzoyl peroxide;['D10AE01']
21189;200010.0;EFCORTELAN CRE 0.5%;Efcortelan Cre 0.5%;200010.0;IN;324072.0;dimethicone;['P03AX05']
21192;1191319.0;Synalar 0.025% gel (Derma UK Ltd);Synalar 0.025% Gel Derma Uk Ltd;1191319.0;PIN;4461.0;fluocinolone acetonide;['C05AA10', 'D07AC04', 'S01BA15', 'S02BA08']
21194;1172461.0;Prosource liq [NUTRINOVO];Prosource Liq Nutrinovo;1172461.0;IN;10030.0;stannous fluoride;['A01AA04']
21195;213045.0;Efudix Cream 5 %;Efudix Cream 5 %;213045.0;IN;4492.0;fluorouracil;['L01BC02']
21196;2284286.0;FYBOGEL sugar-free gluten-free granules 3.5g plain;Fybogel Sugar-Free Gluten-Free Granules 3.5G Plain;2284286.0;IN;2418.0;cholecalciferol;['A11CC05']
21199;1010769.0;Mediven Plus Class 2 open toe sto pet xwd3 [MEDI] 204/iii;Mediven Plus Class 2 Open Toe Sto Pet Xwd3 Medi 204 Iii;1010769.0;IN;6387.0;lidocaine;['C01BB01', 'C05AD01', 'D04AB01', 'N01BB02', 'R02AD02', 'S01HA07', 'S02DA01']
21202;1431982.0;Optil xl 240mg Modified-release capsule (Opus Pharmaceuticals Ltd);Optil Xl 240Mg Modified-Release Capsule Opus Pharmaceuticals Ltd;1431982.0;IN;42316.0;tacrolimus;['D11AH01', 'L04AD02']
21208;2532351.0;Hytrin BPH tablets starter pack (AMCo);Hytrin Bph Tablets Starter Pack Amco;2532351.0;IN;2532300.0;ponesimod;['L04AA50']
21213;895952.0;UNILET |G| SUPERLITE BLOOD LANCET;Unilet |G| Superlite Blood Lancet;895952.0;IN;24947.0;ferrous sulfate;['B03AA07']
21217;9991.0;SOFRAMYCIN OINT;Soframycin Oint;9991.0;IN;9991.0;spiramycin;['J01FA02']
21217;9991.0;SOFRAMYCIN OINT;Soframycin Oint;9991.0;MIN;1429469.0;metronidazole / spiramycin;['J01RA04']
21218;1093060.0;CLOMIPHENE CITRATE TABLETS 50 MG;Clomiphene Citrate Tablets 50 Mg;1093060.0;IN;2596.0;clomiphene;['G03GB02']
21221;200010.0;ANTHISAN CRE;Anthisan Cre;200010.0;IN;324072.0;dimethicone;['P03AX05']
21226;573587.0;TEOPTIC EYE DRO 2%;Teoptic Eye Dro 2%;573587.0;IN;1520.0;betaxolol;['C07AB05', 'S01ED02']
21233;226084.0;Salamol 100micrograms/dose Easi-Breathe inhaler (Teva UK ...;Salamol 100Micrograms Dose Easi-Breathe Inhaler Teva Uk ...;226084.0;IN;1347.0;beclomethasone;['A07EA07', 'D07AC15', 'R01AD01', 'R03BA01']
21234;33094.0;Peppermint Oil  E/C, M/R Capsules  0.2 ml;Peppermint Oil E C M R Capsules 0.2 Ml;33094.0;IN;33094.0;peppermint oil;['A03AX15']
21245;284913.0;VANIQA crm 11.5%;Vaniqa Crm 11.5%;284913.0;IN;569.0;eflornithine;['D11AX16', 'P01CX03']
21249;581662.0;Manerix 150mg tablets (Meda Pharmaceuticals Ltd);Manerix 150Mg Tablets Meda Pharmaceuticals Ltd;581662.0;IN;448.0;ethanol;['D08AX08', 'V03AB16', 'V03AZ01']
21261;1041498.0;Piriton 2mg/5ml syrup (GlaxoSmithKline Consumer Healthcare);Piriton 2Mg 5Ml Syrup Glaxosmithkline Consumer Healthcare;1041498.0;IN;448.0;ethanol;['D08AX08', 'V03AB16', 'V03AZ01']
21268;152414.0;TENORMIN L.S. TAB 50mg;Tenormin L.S. Tab 50Mg;152414.0;IN;1202.0;atenolol;['C07AB03']
21273;1014651.0;SERETIDE 50 EVOHALER cfc free inh 25mcg+50mcg/act;Seretide 50 Evohaler Cfc Free Inh 25Mcg+50Mcg Act;1014651.0;IN;10849.0;triprolidine;['R06AX07']
21275;1117121.0;Colgate Duraphat 2800ppm fluoride toothpaste (Colgate-Pal...;Colgate Duraphat 2800Ppm Fluoride Toothpaste Colgate-Pal...;1117121.0;IN;9873.0;sodium fluoride;['A01AA01', 'A12CD01']
21284;310933.0;HYPROMELLOSE eye drp 0.3%;Hypromellose Eye Drp 0.3%;310933.0;IN;27334.0;hypromellose;['S01KA02']
21285;388311.0;Calcichew 500mg chewable tablets (Shire Pharmaceuticals Ltd);Calcichew 500Mg Chewable Tablets Shire Pharmaceuticals Ltd;388311.0;IN;2002.0;carbamazepine;['N03AF01']
21286;900141.0;Hylo-Forte 0.2% eye drops preservative free (Scope Ophtha...;Hylo-Forte 0.2% Eye Drops Preservative Free Scope Ophtha...;900141.0;IN;27334.0;hypromellose;['S01KA02']
21289;327148.0;SYMBICORT TURBOHALER dry pdr inh 200mcg+6mcg;Symbicort Turbohaler Dry Pdr Inh 200Mcg+6Mcg;327148.0;IN;19831.0;budesonide;['A07EA06', 'D07AC09', 'R01AD05', 'R03BA02']
21289;327148.0;SYMBICORT TURBOHALER dry pdr inh 200mcg+6mcg;Symbicort Turbohaler Dry Pdr Inh 200Mcg+6Mcg;327148.0;MIN;389132.0;budesonide / formoterol;['R03AK07']
21291;1114333.0;Flixotide 250micrograms/dose Evohaler (GlaxoSmithKline UK...;Flixotide 250Micrograms Dose Evohaler Glaxosmithkline Uk...;1114333.0;IN;1114326.0;indacaterol;['R03AC18']
21296;1493160.0;Sharpsbin container 1 litre;Sharpsbin Container 1 Litre;1493160.0;IN;1378.0;benzalkonium;['D08AJ01', 'D09AA11', 'R02AA16']
21304;575158.0;NIASPAN mr tab 1000mg;Niaspan Mr Tab 1000Mg;575158.0;IN;7393.0;niacin;['C04AC01', 'C10AD02']
21329;142002.0;DuoTrav 40micrograms/ml / 5mg/ml eye drops (Alcon Laborat...;Duotrav 40Micrograms Ml 5Mg Ml Eye Drops Alcon Laborat...;142002.0;IN;27334.0;hypromellose;['S01KA02']
21331;226084.0;Beclazone 250 inhaler (Teva UK Ltd);Beclazone 250 Inhaler Teva Uk Ltd;226084.0;IN;1347.0;beclomethasone;['A07EA07', 'D07AC15', 'R01AD01', 'R03BA01']
21333;836368.0;ATROVENT AUTOHALER breath act inh 20micrograms/actuation;Atrovent Autohaler Breath Act Inh 20Micrograms Actuation;836368.0;PIN;203212.0;ipratropium bromide;['R01AX03', 'R03BB01']
21335;307746.0;Regaine regular strength 20mg/ml Cutaneous solution (Pharmacia Ltd);Regaine Regular Strength 20Mg Ml Cutaneous Solution Pharmacia Ltd;307746.0;IN;612.0;aluminum hydroxide;['A02AB01']
21345;429042.0;VERAPAMI HYDROCHLORI SUSTAIN RELEA CAP 240 MG[c;Verapami Hydrochlori Sustain Relea Cap 240 Mg C;429042.0;IN;197.0;acetylcysteine;['R05CB01', 'S01XA08', 'V03AB23']
21354;1191319.0;Synalar 1 in 4 Dilution 0.00625% cream (Derma UK Ltd);Synalar 1 In 4 Dilution 0.00625% Cream Derma Uk Ltd;1191319.0;PIN;4461.0;fluocinolone acetonide;['C05AA10', 'D07AC04', 'S01BA15', 'S02BA08']
21358;861472.0;DERMOVATE oint 0.05%;Dermovate Oint 0.05%;861472.0;IN;2590.0;clobetasol;['D07AD01']
21361;309714.0;Liquifilm Tears 1.4% eye drops 0.4ml unit dose preservative free (Allergan Ltd);Liquifilm Tears 1.4% Eye Drops 0.4Ml Unit Dose Preservative Free Allergan Ltd;309714.0;IN;27334.0;hypromellose;['S01KA02']
21370;861448.0;Duoderm Extra Thin hydrocolloid dress 5cm x 10cm [CONVATEC];Duoderm Extra Thin Hydrocolloid Dress 5Cm X 10Cm Convatec;861448.0;IN;2590.0;clobetasol;['D07AD01']
21376;1797916.0;Beconase Aqueous 50micrograms/dose nasal spray (GlaxoSmithKline UK Ltd);Beconase Aqueous 50Micrograms Dose Nasal Spray Glaxosmithkline Uk Ltd;1797916.0;IN;1347.0;beclomethasone;['A07EA07', 'D07AC15', 'R01AD01', 'R03BA01']
21382;151414.0;Becloforte Inhaler 250 micrograms/puff;Becloforte Inhaler 250 Micrograms Puff;151414.0;IN;1347.0;beclomethasone;['A07EA07', 'D07AC15', 'R01AD01', 'R03BA01']
21393;285032.0;TRAVATAN eye drp 0.004%;Travatan Eye Drp 0.004%;285032.0;IN;283809.0;travoprost;['S01EE04']
21398;308508.0;Viscotears 2mg/g eye gel 0.6ml unit dose (Alcon Laborator...;Viscotears 2Mg G Eye Gel 0.6Ml Unit Dose Alcon Laborator...;308508.0;IN;1291.0;bacitracin;['D06AX05', 'J01XX10', 'R02AB04']
21402;491071.0;ADALAT LA30 TAB 30mg;Adalat La30 Tab 30Mg;491071.0;IN;7417.0;nifedipine;['C08CA05']
21405;202985.0;CAPASAL shampoo;Capasal Shampoo;202985.0;IN;78903.0;capreomycin;['J04AB30']
21412;797544.0;METATARSAL PAD MEDIUM;Metatarsal Pad Medium;797544.0;IN;797541.0;isopropyl alcohol;['D08AX05']
21415;205604.0;Vibramycin 100mg capsules (Pfizer Ltd);Vibramycin 100Mg Capsules Pfizer Ltd;205604.0;IN;3640.0;doxycycline;['A01AB22', 'J01AA02']
21427;106199.0;Urea 10% cream;Urea 10% Cream;106199.0;IN;11002.0;urea;['B05BC02', 'D02AE01']
21429;1541087.0;Mepil Bor sof silic s/a wnd dres bac 10cmx12.5cm [MOLNLYCKE];Mepil Bor Sof Silic S A Wnd Dres Bac 10Cmx12.5Cm Molnlycke;1541087.0;IN;1418.0;benzoyl peroxide;['D10AE01']
21444;543651.0;Clenil Modulite 250micrograms/dose inhaler (Chiesi Ltd);Clenil Modulite 250Micrograms Dose Inhaler Chiesi Ltd;543651.0;IN;10169.0;sulfacetamide;['D10AF06', 'S01AB04']
21462;543651.0;CLENIL MODULITE cfc free inh 100micrograms/actuation;Clenil Modulite Cfc Free Inh 100Micrograms Actuation;543651.0;IN;10169.0;sulfacetamide;['D10AF06', 'S01AB04']
21464;891522.0;ZYDOL caps 50mg;Zydol Caps 50Mg;891522.0;IN;10454.0;thiamine;['A11DA01']
21474;1012406.0;Marcain 0.5% solution for injection 10ml Polyamp Steripac...;Marcain 0.5% Solution For Injection 10Ml Polyamp Steripac...;1012406.0;IN;1815.0;bupivacaine;['N01BB01']
