original_rxcui,variable,rxcui,name
1191264,MIN,465680,fluocinolone / hydroquinone / tretinoin
311498,MIN,466537,menthol / methyl salicylate
352652,MIN,466457,fluorescein / proparacaine
31945,MIN,1007684,glycol salicylate / nonivamide / salicylic acid
1992,MIN,1007122,capsaicin / menthol
2045387,MIN,466600,camphor / menthol
376455,MIN,1000711,betamethasone / salicylic acid
2101501,MIN,2101501,camphor / Capsicum oleoresin / menthol / methyl salicylate
1011080,MIN,883815,dexamethasone / tobramycin
1090443,MIN,214393,chlorpheniramine / phenylephrine
1243283,MIN,644637,allantoin / lidocaine
1007608,MIN,1007608,belladonna alkaloids / phenobarbital
343663,MIN,816726,"insulin lispro / insulin lispro protamine, human"
36572,MIN,103990,carbidopa / levodopa
428485,MIN,608343,calcium carbonate / cholecalciferol
7442,MIN,1007265,nitric oxide / nitrogen
248175,MIN,687304,dexamethasone / tramazoline
797752,MIN,1007545,"acellular pertussis vaccine, inactivated / diphtheria toxoid vaccine, inactivated / hepatitis B surface antigen vaccine / poliovirus vaccine inactivated, type 1 (Mahoney) / poliovirus vaccine inactivated, type 2 (MEF-1) / poliovirus vaccine inactivated, type 3 (Saukett) / tetanus toxoid vaccine, inactivated"
577312,MIN,1007733,"mineral oil / mineral oil, light"
23742,MIN,258337,hydrochlorothiazide / triamterene
830555,MIN,1007290,"acellular pertussis vaccine, inactivated / diphtheria toxoid vaccine, inactivated / poliovirus vaccine inactivated, type 1 (Mahoney) / poliovirus vaccine inactivated, type 2 (MEF-1) / poliovirus vaccine inactivated, type 3 (Saukett) / tetanus toxoid vaccine, inactivated"
250315,MIN,1009059,Frangula preparation / karaya gum
687195,MIN,687195,allantoin / coal tar
1658470,MIN,1008785,Streptococcus pneumoniae type 1 capsular polysaccharide antigen / Streptococcus pneumoniae type 10A capsular polysaccharide antigen / Streptococcus pneumoniae type 11A capsular polysaccharide antigen / Streptococcus pneumoniae type 12F capsular polysaccharide antigen / Streptococcus pneumoniae type 14 capsular polysaccharide antigen / Streptococcus pneumoniae type 15B capsular polysaccharide antigen / Streptococcus pneumoniae type 17F capsular polysaccharide antigen / Streptococcus pneumoniae type 18C capsular polysaccharide antigen / Streptococcus pneumoniae type 19A capsular polysaccharide antigen / Streptococcus pneumoniae type 19F capsular polysaccharide antigen / Streptococcus pneumoniae type 2 capsular polysaccharide antigen / Streptococcus pneumoniae type 20 capsular polysaccharide antigen / Streptococcus pneumoniae type 22F capsular polysaccharide antigen / Streptococcus pneumoniae type 23F capsular polysaccharide antigen / Streptococcus pneumoniae type 3 capsular polysaccharide antigen / Streptococcus pneumoniae type 33F capsular polysaccharide antigen / Streptococcus pneumoniae type 4 capsular polysaccharide antigen / Streptococcus pneumoniae type 5 capsular polysaccharide antigen / Streptococcus pneumoniae type 6B capsular polysaccharide antigen / Streptococcus pneumoniae type 7F capsular polysaccharide antigen / Streptococcus pneumoniae type 8 capsular polysaccharide antigen / Streptococcus pneumoniae type 9N capsular polysaccharide antigen / Streptococcus pneumoniae type 9V capsular polysaccharide antigen
2449,MIN,1007100,choline / polyethylene glycols
326374,MIN,352377,ethinyl estradiol / norelgestromin
1043249,MIN,690767,tetrahydrozoline / zinc sulfate
6205,MIN,1007213,Lactobacillus acidophilus / Plantago seed
352845,MIN,1009100,ascorbic acid / cuprous oxide / lutein / vitamin E / zinc oxide
85783,MIN,214618,hydrochlorothiazide / lisinopril
800311,MIN,1007028,alanine / arginine / aspartate / glutamate / glycine / histidine / isoleucine / leucine / lysine / methionine / phenylalanine / proline / serine / taurine / threonine / tryptophan / tyrosine / valine
1091,MIN,1007028,alanine / arginine / aspartate / glutamate / glycine / histidine / isoleucine / leucine / lysine / methionine / phenylalanine / proline / serine / taurine / threonine / tryptophan / tyrosine / valine
1976,MIN,1007531,cannabinol / dronabinol
7288,MIN,1006939,Haemophilus capsular oligosaccharide / Neisseria meningitidis
2468239,MIN,2109614,"Bordetella pertussis filamentous hemagglutinin vaccine, inactivated / Bordetella pertussis fimbriae 2/3 vaccine, inactivated / Bordetella pertussis pertactin vaccine, inactivated / Bordetella pertussis toxoid vaccine, inactivated / diphtheria toxoid vaccine, inactivated / Haemophilus influenzae b (Ross strain) capsular polysaccharide meningococcal protein conjugate vaccine / hepatitis B surface antigen vaccine / poliovirus vaccine inactivated, type 1 (Mahoney) / poliovirus vaccine inactivated, type 2 (MEF-1) / poliovirus vaccine inactivated, type 3 (Saukett) / tetanus toxoid vaccine, inactivated"
1358781,MIN,384410,ethinyl estradiol / norethindrone
1998,MIN,214357,captopril / hydrochlorothiazide
1250713,MIN,1150092,chromium picolinate / inulin
142407,MIN,1007252,calcium ascorbate / calcium threonate / ferrous asparto glycinate / liver stomach concentrate / succinic acid / vitamin B12
311048,MIN,1008501,"insulin isophane / insulin, regular, human"
1305205,MIN,1305199,alpha tocopherol / ascorbic acid / biotin / dexpanthenol / ergocalciferol / folic acid / niacinamide / pyridoxine / riboflavin / thiamine / vitamin A / vitamin B12 / vitamin K1
371192,MIN,214346,calcium carbonate / magnesium carbonate
1044977,MIN,1044981,biotin / nicotinamide adenine dinucleotide (NAD) / panthenol / zinc pyrithione
68373,MIN,214502,diclofenac / misoprostol
358601,MIN,1008559,ferrous fumarate / folic acid
253182,MIN,1008501,"insulin isophane / insulin, regular, human"
1922784,MIN,662263,dorzolamide / timolol
1014651,MIN,214807,pseudoephedrine / triprolidine
5653,MIN,1007671,chloramphenicol / idoxuridine
617954,MIN,645045,calamine / zinc oxide
1599,MIN,1007677,bismuth / naphazoline
824190,MIN,19711,amoxicillin / clavulanate
1037184,MIN,384410,ethinyl estradiol / norethindrone
250463,MIN,1007586,ampicillin / floxacillin
7980,MIN,1006992,merbromin / penicillin G
1909,MIN,1046414,calcium glycerophosphate / monofluorophosphate
828362,MIN,106955,hydrocortisone / pramoxine
249869,MIN,214551,estradiol / norethindrone
999622,MIN,1007810,dodecyl sulfate / oxyquinoline
2181304,MIN,728498,dexchlorpheniramine / phenylephrine
199138,MIN,1008100,ascorbic acid / vitamin E
1797511,MIN,1371364,chlorhexidine / ketoconazole
1299659,MIN,694012,undecylenic acid / zinc undecylenate
4603,MIN,1008347,furosemide / penbutolol
221108,MIN,1008509,"insulin isophane / insulin, regular, pork"
1011814,MIN,107602,epinephrine / lidocaine
1234482,MIN,1234471,ascorbic acid / cholecalciferol / niacin / riboflavin / sodium fluoride / thiamine / vitamin A / vitamin B12 / vitamin B6 / vitamin E
1550700,MIN,1550699,Kentucky bluegrass pollen extract / orchard grass pollen extract / perennial rye grass pollen extract / sweet vernal grass pollen extract / Timothy grass pollen extract
4716,MIN,1007253,calcium carbonate / gelatin / magnesium oxide
1310948,MIN,608343,calcium carbonate / cholecalciferol
1043704,MIN,597159,naphazoline / pheniramine
807219,MIN,1361667,"hepatitis A vaccine (inactivated) strain HM175 / typhoid Vi polysaccharide vaccine, S typhi Ty2 strain"
1116154,MIN,689623,bacitracin / hydrocortisone / neomycin / polymyxin B
687148,MIN,687148,coal tar / lecithin
2539228,MIN,214558,ethinyl estradiol / levonorgestrel
6972,MIN,1007733,"mineral oil / mineral oil, light"
643493,MIN,466588,aluminum hydroxide / magnesium hydroxide / simethicone
2358,MIN,1007013,chlorhexidine / muramidase / tetracaine
82003,MIN,1007262,bisacodyl / docusate
803369,MIN,1008837,hepatitis A vaccine (inactivated) strain HM175 / hepatitis B surface antigen vaccine
4024,MIN,1007542,"ergoloid mesylates, USP / nifedipine"
996757,MIN,214449,codeine / phenylephrine / promethazine
2356,MIN,1007583,"chlordiazepoxide / estrogens, esterified (USP)"
28874,MIN,594040,atropine / diphenoxylate
2566308,MIN,2566305,Streptococcus pneumoniae serotype 1 capsular antigen diphtheria CRM197 protein conjugate vaccine / Streptococcus pneumoniae serotype 10A capsular antigen diphtheria CRM197 protein conjugate vaccine / Streptococcus pneumoniae serotype 11A capsular antigen diphtheria CRM197 protein conjugate vaccine / Streptococcus pneumoniae serotype 12F capsular antigen diphtheria CRM197 protein conjugate vaccine / Streptococcus pneumoniae serotype 14 capsular antigen diphtheria CRM197 protein conjugate vaccine / Streptococcus pneumoniae serotype 15B capsular antigen diphtheria CRM197 protein conjugate vaccine / Streptococcus pneumoniae serotype 18C capsular antigen diphtheria CRM197 protein conjugate vaccine / Streptococcus pneumoniae serotype 19A capsular antigen diphtheria CRM197 protein conjugate vaccine / Streptococcus pneumoniae serotype 19F capsular antigen diphtheria CRM197 protein conjugate vaccine / Streptococcus pneumoniae serotype 22F capsular antigen diphtheria CRM197 protein conjugate vaccine / Streptococcus pneumoniae serotype 23F capsular antigen diphtheria CRM197 protein conjugate vaccine / Streptococcus pneumoniae serotype 3 capsular antigen diphtheria CRM197 protein conjugate vaccine / Streptococcus pneumoniae serotype 33F capsular antigen diphtheria CRM197 protein conjugate vaccine / Streptococcus pneumoniae serotype 4 capsular antigen diphtheria CRM197 protein conjugate vaccine / Streptococcus pneumoniae serotype 5 capsular antigen diphtheria CRM197 protein conjugate vaccine / Streptococcus pneumoniae serotype 6A capsular antigen diphtheria CRM197 protein conjugate vaccine / Streptococcus pneumoniae serotype 6B capsular antigen diphtheria CRM197 protein conjugate vaccine / Streptococcus pneumoniae serotype 7F capsular antigen diphtheria CRM197 protein conjugate vaccine / Streptococcus pneumoniae serotype 8 capsular antigen diphtheria CRM197 protein conjugate vaccine / Streptococcus pneumoniae serotype 9V capsular antigen diphtheria CRM197 protein conjugate vaccine
272,MIN,1006949,activated charcoal / bile salts / pancreatin
327148,MIN,389132,budesonide / formoterol
25086,MIN,1007996,florfenicol / flunixin
1046867,MIN,1006925,monofluorophosphate / sodium fluoride
1872070,MIN,108038,acetaminophen / caffeine
117919,MIN,392556,benzoyl peroxide / erythromycin
1790650,MIN,214488,dextromethorphan / guaifenesin
1430115,MIN,1596454,betamethasone / clotrimazole / gentamicin
636183,MIN,636648,potassium bitartrate / sodium bicarbonate
979293,MIN,466600,camphor / menthol
10223,MIN,1007006,activated charcoal / salicylic acid / sulfur
316771,MIN,214806,pseudoephedrine / terfenadine
1089997,MIN,1009110,chlorhexidine / ethanol
3288,MIN,253146,amphetamine / dextroamphetamine
1038929,MIN,1008621,potassium nitrate / sodium fluoride
2123234,MIN,1008571,polyvinyl alcohol / povidone / tetrahydrozoline
205843,MIN,1009148,ampicillin / sulbactam
377618,MIN,804304,calamine / pramoxine
73891,MIN,1007987,black currant oil / vitamin E
1086946,MIN,466537,menthol / methyl salicylate
1088217,MIN,687306,dextran 70 / hypromellose
25138,MIN,466457,fluorescein / proparacaine
865143,MIN,644529,fluphenazine / nortriptyline
2109620,MIN,2109614,"Bordetella pertussis filamentous hemagglutinin vaccine, inactivated / Bordetella pertussis fimbriae 2/3 vaccine, inactivated / Bordetella pertussis pertactin vaccine, inactivated / Bordetella pertussis toxoid vaccine, inactivated / diphtheria toxoid vaccine, inactivated / Haemophilus influenzae b (Ross strain) capsular polysaccharide meningococcal protein conjugate vaccine / hepatitis B surface antigen vaccine / poliovirus vaccine inactivated, type 1 (Mahoney) / poliovirus vaccine inactivated, type 2 (MEF-1) / poliovirus vaccine inactivated, type 3 (Saukett) / tetanus toxoid vaccine, inactivated"
605971,MIN,214347,calcium carbonate / magnesium hydroxide
1928864,MIN,284622,articaine / epinephrine
1112246,MIN,214196,acrivastine / pseudoephedrine
1186748,MIN,1008837,hepatitis A vaccine (inactivated) strain HM175 / hepatitis B surface antigen vaccine
7514,MIN,1007941,estradiol / estriol / norethindrone
9949,MIN,1007866,chlorophyllin / soybean oil
200251,MIN,1008010,"potassium phosphate / sodium phosphate, dibasic / sodium phosphate, monobasic"
4888,MIN,1007222,formaldehyde / glutaral / glyoxal
259581,MIN,1007064,glycerin / hypromellose / polyethylene glycol 400
24292,MIN,214254,aspirin / meprobamate
991323,MIN,1008316,hydrogen peroxide / lactate
308297,MIN,466584,acetaminophen / aspirin / caffeine
2201593,MIN,217627,hydrocortisone / neomycin / polymyxin B
1372298,MIN,1007798,mineral oil / petrolatum / phenylephrine
1102202,MIN,1102195,ascorbic acid / biotin / ferrous bisglycinate / folic acid / formic acid / iron-dextran complex / niacin / pantothenate / pyridoxine / riboflavin / thiamine / vitamin B12
55018,MIN,1007029,"dibasic potassium phosphate / sodium phosphate, dibasic / sodium phosphate, monobasic"
748670,MIN,1008389,alpha tocopherol / ascorbic acid / docosahexaenoate / eicosapentaenoate / ferrous fumarate / folic acid / pyridoxine / tricalcium phosphate
884749,MIN,1008626,docosahexaenoate / eicosapentaenoate / omega-3 acid ethyl esters (USP)
1117090,MIN,477619,bacitracin / neomycin / polymyxin B
1099637,MIN,384410,ethinyl estradiol / norethindrone
1292422,MIN,1292439,"measles virus vaccine live, Enders' attenuated Edmonston strain / mumps virus vaccine live, Jeryl Lynn strain / rubella virus vaccine live (Wistar RA 27-3 strain) / varicella-zoster virus vaccine live (Oka-Merck) strain"
1010755,MIN,107602,epinephrine / lidocaine
2391568,MIN,219228,acetaminophen / phenyltoloxamine
1000736,MIN,690740,sulfacetamide / sulfur
1927024,MIN,1008008,allantoin / dimethicone
731463,MIN,647235,glimepiride / pioglitazone
543651,MIN,690740,sulfacetamide / sulfur
20027,MIN,214336,caffeine / ergotamine
1008395,MIN,1008395,meningococcal group A polysaccharide / meningococcal group C polysaccharide / meningococcal polysaccharide vaccine group W-135 / meningococcal polysaccharide vaccine group Y
29170,MIN,1007631,aluminum hydroxide / magnesium trisilicate / sodium bicarbonate
1659595,MIN,1009148,ampicillin / sulbactam
1428948,MIN,1008818,lidocaine / menthol
20823,MIN,1008414,chlorocresol / clorophene
807272,MIN,1007589,"diphtheria toxoid vaccine, inactivated / tetanus toxoid vaccine, inactivated"
9796,MIN,1007044,poloxamer 407 / simethicone
4917,MIN,1008887,atropine / nitroglycerin / theobromine
1599847,MIN,103990,carbidopa / levodopa
823982,MIN,214618,hydrochlorothiazide / lisinopril
823986,MIN,214618,hydrochlorothiazide / lisinopril
1090522,MIN,1008516,iodine povacrylex / isopropyl alcohol
1304853,MIN,689558,acetaminophen / brompheniramine / pseudoephedrine
2177398,MIN,2177392,influenza A virus A/Brisbane/02/2018 (H1N1) antigen / influenza A virus A/Kansas/14/2017 (H3N2) antigen / influenza B virus B/Maryland/15/2016 antigen / influenza B virus B/Phuket/3073/2013 antigen
1090915,MIN,1009143,ubidecarenone / vitamin E
3640,MIN,1007412,ambroxol / doxycycline
1658674,MIN,1658679,malic acid / xylitol
220590,MIN,1008343,lactate / urea
10962,MIN,1006942,glutamine / tyrosine
4018,MIN,1007285,ergocalciferol / vitamin A
220187,MIN,687306,dextran 70 / hypromellose
1000134,MIN,1006917,"estrogens, conjugated (USP) / medroxyprogesterone"
2177394,MIN,2177392,influenza A virus A/Brisbane/02/2018 (H1N1) antigen / influenza A virus A/Kansas/14/2017 (H3N2) antigen / influenza B virus B/Maryland/15/2016 antigen / influenza B virus B/Phuket/3073/2013 antigen
1000486,MIN,1006917,"estrogens, conjugated (USP) / medroxyprogesterone"
11423,MIN,1006886,phenylephrine / zinc oxide
19143,MIN,1006965,beta carotene / vitamin E
1046243,MIN,1046247,alpha tocopherol / levomenthol
828364,MIN,106955,hydrocortisone / pramoxine
203191,MIN,214621,hydrochlorothiazide / metoprolol
2109619,MIN,2109614,"Bordetella pertussis filamentous hemagglutinin vaccine, inactivated / Bordetella pertussis fimbriae 2/3 vaccine, inactivated / Bordetella pertussis pertactin vaccine, inactivated / Bordetella pertussis toxoid vaccine, inactivated / diphtheria toxoid vaccine, inactivated / Haemophilus influenzae b (Ross strain) capsular polysaccharide meningococcal protein conjugate vaccine / hepatitis B surface antigen vaccine / poliovirus vaccine inactivated, type 1 (Mahoney) / poliovirus vaccine inactivated, type 2 (MEF-1) / poliovirus vaccine inactivated, type 3 (Saukett) / tetanus toxoid vaccine, inactivated"
1923433,MIN,662263,dorzolamide / timolol
896135,MIN,1191209,dog hair extract / short ragweed pollen extract
26344,MIN,1008385,apple pectin / guar gum
287523,MIN,1008785,Streptococcus pneumoniae type 1 capsular polysaccharide antigen / Streptococcus pneumoniae type 10A capsular polysaccharide antigen / Streptococcus pneumoniae type 11A capsular polysaccharide antigen / Streptococcus pneumoniae type 12F capsular polysaccharide antigen / Streptococcus pneumoniae type 14 capsular polysaccharide antigen / Streptococcus pneumoniae type 15B capsular polysaccharide antigen / Streptococcus pneumoniae type 17F capsular polysaccharide antigen / Streptococcus pneumoniae type 18C capsular polysaccharide antigen / Streptococcus pneumoniae type 19A capsular polysaccharide antigen / Streptococcus pneumoniae type 19F capsular polysaccharide antigen / Streptococcus pneumoniae type 2 capsular polysaccharide antigen / Streptococcus pneumoniae type 20 capsular polysaccharide antigen / Streptococcus pneumoniae type 22F capsular polysaccharide antigen / Streptococcus pneumoniae type 23F capsular polysaccharide antigen / Streptococcus pneumoniae type 3 capsular polysaccharide antigen / Streptococcus pneumoniae type 33F capsular polysaccharide antigen / Streptococcus pneumoniae type 4 capsular polysaccharide antigen / Streptococcus pneumoniae type 5 capsular polysaccharide antigen / Streptococcus pneumoniae type 6B capsular polysaccharide antigen / Streptococcus pneumoniae type 7F capsular polysaccharide antigen / Streptococcus pneumoniae type 8 capsular polysaccharide antigen / Streptococcus pneumoniae type 9N capsular polysaccharide antigen / Streptococcus pneumoniae type 9V capsular polysaccharide antigen
