clean_name,rxcui
Gaviscon Peppermint Chewable Tablets Reckitt Benckiser H...,1372739
Provide Xtra Liquid Supplement Fresenius Kabi Ltd,864732
Provide Xtra Liq Supplement Fresenius,864732
Nicorette 2Mg Microtab Pharmacia Ltd,968849
Polytrim Eye Dro,128790
Atrovent Udvs Neb Soln 0.25Mg Ml,151390
Eugynon 30_Contracep Tab,1551474
Cavilon Durable Barrier Cream 2G Sachets 3392S 3M Health...,309916
Hypromellose Eye Dro 0.3%,310933
Phyllocontin Continus 225Mg Tablets Napp Pharmaceuticals...,795735
Zestoretic 20-Tab 20Mg 12.5Mg,823982
Ventolin Nebules 5Mg,8887
Keppra 500Mg Tablets Ucb Pharma Ltd,261336
Serevent Aerosol 25 Micrograms Metered Dose,203159
Becodisks 100 Refill 100Mcg,151414
Zantac 300Mg Tabs,152523
Eumovate Oin 0.05,861472
Sodium Cromoglycate Eye Dro 2,3538
Dienoestrol With Applicator Cre 0.01,351068
Synalar C Cream Derma Uk Ltd,1542994
Cyclo-Progynova 2Mg Tablets,1362685
Bricanyl 500Micrograms 1Ml Solution For Injection Ampoules Astrazeneca Uk Ltd,238270
Vividrin Eye Drp 2% W V,834182
Soframycin Eye Dro 0.5,313415
Bricanyl 500Microgram Ml Injection Astrazeneca Uk Ltd,581662
Intron A Inj 3I U6,545290
Ketopine Shampoo 2%,1860422
Multivitamin Tab,1234482
Oraldene Mouthwash Sol 0.1,1085767
Ranexa 375Mg Modified-Release Tablets A Menarini Pharma ...,860738
Estraderm Mx 75 Patches Merus Labs Luxco S.A R.L.,1722382
Depo-Medrone Injection 40 Mg 1 Ml Vial,1743781
Cholestyramine Sach 4G Sachet,1801279
Hypromellose Eye Dro 1,142001
Peppermint Oil Enteric Coated Modified Release Capsules 0.2-,33094
Risedronate Sodium 5Mg Tablets,905041
Keppra 750Mg Tablets Ucb Pharma Ltd,284391
Gyno-Pevaryl 1 Cp Pa,1998
Clinitas Carbomer Eye Gel Altacor,235535
Climagest 2Mg Tablets Novartis Pharmaceuticals Uk Ltd,581662
Ventolin Ventodisk Inh 200Mcg,8887
Glucotip Fine Lancet 0.45Mm 26Gauge Menarini,1307719
Dimotane Eli 2,7004
Cialis 2.5Mg Tablets Eli Lilly And Company Ltd,762660
Tegretol 400Mg,563866
Becodisks Inh Pdr Refill 200Micrograms,151414
Ventodisks 400Microgram Diskhaler 14X8,759473
Durogesic Dtrans 12Micrograms Transdermal Patches Jansse...,262071
Alendronate Sodium Tabs 10Mg,904419
Fre Vie Bei Lar Ileo+Filt So Pre Cut 29Mm Welland Pld 529,2204566
Gaviscon 500 Lemon Tabs,25655
Ener-G Gf Wf Brn Rice & Maize Brd General,1311040
Barkat Gf Wht Rice Pizza Crust Gluten,1370781
Augmentin 125Mg 250M Tab,824186
Prothiaden 25Mg Caps,891522
Levothyroxine Sf Oral Soln 100Microgram 5Ml,1001569
Cyclosporin Capsules 100 Mg,241834
Clenil Modulite Cfc Free Inh 250Micrograms Actuation,543651
Elleste-Solo Tablets 1Mg,1543730
Schar Gf Wf Cracker Toast Nutrition,884749
Adalat Capsules 10Mg,151131
Locoid C Cre,52147
Xylocaine Pump Spray 10%,1737571
Ensure Liquid Feed Can 250 Ml,2266759
Oilatum Emollient Glaxosmithkline Uk Ltd,581662
Prograf Caps 1Mg,108513
Reductil 10Mg Capsules Abbott Laboratories Ltd,2593372
Scheriproct Sup,3706
Fybogel Sugar-Free Gluten-Free Granules Orange 3.5G Sache,1868847
Lignocaine Hcl Gel 2% W V,1305100
Lamisil Cre 1%,217956
Dilcardia Sr Mr Cap 60Mg,152056
Schar Gf Lunch Rolls Nutrition,199163
Schar Gf Lunch Rolls Udg,1367185
Durogesic Dtrans Patch 100Micrograms Hour,583490
Emulsiderm Emollient Dermal Laboratories Ltd,479346
Actreen Mini Cath Catheter Female 10Ch 228010E B.Braun M...,2588218
Congescor 2.5Mg Tablets Tillomed Laboratories Ltd,581662
Becloforte Inh,151414
Calciferol 300 000 Units Ml Bp Solution,4018
Serevent 25Micrograms Dose Inhaler Glaxosmithkline Uk Ltd,1180757
Serevent Diskhaler Inh 50Mcg,866047
Femseven 100 Patches Teva Uk Ltd,802663
Menorest Patch 50Mcg 24 Hours 4.33Mg Unit,218309
Saline Steripoules Nebuliser Liquid 2.5Ml Unit Dose Vials...,215760
Release 10 X 10 Cm,992494
Serevent Diskhaler Inh 50,203159
Pavacol-D Mixture,308814
Trosyl Nail Solution 28 % 283 Mg Ml,7442
Hylo-Fresh 0.03% Eye Drops Preservative Free Scope Ophthalmics Ltd,1188426
Lofric Male Nelaton 18 Ch Astra Tech 901800,82242
Co-Amoxiclav Sf Susp 250Mg + 62Mg 5Ml,19711
K-Lit Lon Typ 2 Ligh Compressi Banda 10Cm X 5.25M Urgo Ltd,42781
Betadine Dry Pwdr Spray 2.5%W W,2374358
Frumil Ls 20Mg 2.5Mg Tablets Sanofi,1000736
Ster-Zac Pow 0.33%,2462801
Steripod Saline Irrigation Solution 0.9%,486515
Robaxin 750 Tablets 750 Mg,1010654
Skin Shield Protective Wipes 781630 Coloplast Ltd,1307051
Ostoclenz No Rinse Skin Cleansing Gel Ostomart,211365
Generic Enshake Oral Powder 96.5G Sachets,2047639
Cyklokapron 500Mg Tablets Meda Pharmaceuticals Ltd,151568
Systane Pres Free Eye Drops Alcon,477589
Lightweight Support Belt 13Cm Wide - Small Hi-Line Res 3,1150288
Fibro-Vein Injection 3 % 5 Ml Vial,1371904
Multiload Cu 375 Iucd Organon,1427198
Carace Special Compliance Pack Tab 10Mg,285133
Enshake Pwdr Abbott N,1719701
Duoderm Extra Thin Hydrocolloid Dress 10Cm X 10Cm Convatec,861448
Cleanlet Fine Type A Lancet 0.36Mm 28Gauge Zygo,1312375
Canesten-1% 50G Cream,1251411
Sporanox Pulse Cap 100Mg,833164
Glucagen Hypokit 1Mg,153095
Synalar C Cream Reig Jofre Uk Ltd,1542994
Micolette Micro-Enema,352771
Sudafed Plus Syrp,203302
Freestyle Type A Lancet 0.5Mm 25Gauge Therasense,1312375
Vaseline Dermacare Lotion Unilever,224932
Ventide Inhaler Glaxosmithkline Uk Ltd,581662
System 2 Stomahesiv 2 Piec Flang 100Mmx38Mm Convatec S240,251020
Volsaid Retard Mr Tab 75Mg,152056
System 2 Stomahesive Two Piece Flange S239 100Mm Sq X 32Mm Convatec Ltd,636183
Sporanox Pulse Cap 100,833164
Adcal -D3 Chewable Tablet 1.5 Gram + 10 Microgram,846138
Clear Peel Adhesive Remover 50Ml Clinimed 3910,2625124
Insulin Human Insulatard Ge Inj,253182
Dimotane L.A. Tab 12Mg,372942
Dietary Specials Gf Wf Crackerbread Dr. Schar,241509
Protopic Oint 0.03%,284521
Astr Tec Lofri Plu Femal 15C Nelat 12Ch Astra Tech 984200,865258
Lipitor Tabs 10Mg,617314
Sodium Hyaluronate Eye Drp 0.18%,2584849
System 2 Stomahesive Two Piece Flange S240 100Mm Sq X 38Mm Convatec Ltd,636183
Zoladex Depot Inj 3.6Mg,105641
Canesten 100Mg Pessaries Bayer Plc,215568
Aymes Complete Starter Pack Liquid Aymes International Ltd,809220
Fresubin Protein Energy Drink Flavour Not Specified,1441651
Ecostatin Pessary 150Mg,198245
Fre Vie Bei Lar Ileo+Filt So Pre Cut 35Mm Welland Pld 535,2204566
Mexitil Caps 50Mg,891522
Simplicity Female Support Briefs Large Extra Large Brfwlxl White Salts Healthcare,1996986
Sustanon 250Mg 1Ml Solution For Injection Ampoules Aspen Pharma Trading Ltd,852341
Drapolene Cream Omega Pharma Ltd,4301
Soframycin Eye Oint 0.5%,313414
Micro-Fine Plus Type A Lancet 0.30Mm 30Gauge Becton,805372
Selec Maintenanc Rin Set Constricto Ring Imedicare 15230,1441544
Humulin M3 Kwikpen 100Units Ml Suspension For Injection 3Ml Pre-Filled Pen Eli Lilly And Company Ltd,847199
Schol Fla Bed Ope Toe Belo Kne Stocki Mtm Ssl Int Class 2,1299655
Metosyn Fapg Crm 0.05%,4462
Zimovane Ls 3.75Mg Tablets Sanofi,2375325
Cutivate 0.05% Cream Glaxosmithkline Uk Ltd,895989
Nystaform-Hc-15G 0.5% Crm,1012345
Salofalk Enema 2G 59Ml,32950
Tyrozets Lozenges Mcneil Products Ltd,581662
Lasix Tab 40Mg,200809
Releas Perforate Plast Fil Fac Dre 10Cmx10Cm J & J Mrl005,2449
Creon 10000 Gastro-Resistant Capsules Mylan Ltd,48470
Seretide 250 Evohaler Cfc Free Inh 25Mcg+250Mcg Act,1738592
Oestrogel 0.06% Gel,581549
Sodium Fusidate Tabs 250Mg,618555
Gynol Ii Contraceptive Gel -,1250090
Trio Silesse Sting Free Skin Barrier Spray Bullen Tr104,2281737
Dansa Gx-T Sea Wash 20Mm 50Mm Outer Dia Dansac 725-20 30,219829
Calpol 120Mg 5Ml Sugar Free Suspension 140Ml,1801279
Co-Dydramol 10 500 Tablets,21406
Mer Bra Sil Non-Absorb Sut 2G 45Cm 26Mm Ndl Ethicon W321H,1117536
Amoxil Dispersible Tab 500Mg,617296
Nasonex 50Micrograms Dose Nasal Spray Merck Sharp & Dohm...,1797868
Becotide Becodisk Inh 200,151414
Day-Drop Deodorant Loxley Products,705936
Neutrogena Norwegian Formula 40% Dermatological Cream Johnson & Johnson Ltd,852136
Dimotane La Tablets 12Mg,6400
Cyclosporin Cap 100Mg,315749
Mildison Lipocream 1% Cream Leo Pharma,1422172
Scandonest Plain 3% Solution For Injection 2.2Ml Cartridg...,1012762
Methylcellulose Tab 500,316282
Jobst Elvarex Class 1 Foot Cap + Toes Bsn Med L1-01-02,1299655
Diclomax Retard Caps 100Mg,73454
Eumovate 0.05% Ointment 30G,861472
Insulin Human Protaphane Inj 100I U,249220
Mobic Tabs 7.5Mg,152697
Cardene Sr 30Mg Capsules Astellas Pharma Ltd,858589
Becotide 100 Aerosol Inhaler 100Micrograms Actuation 200 Do,151414
Uniphyllin Continus 200Mg Tablets Napp Pharmaceuticals Ltd,795735
Zantac Tabs 300Mg,152523
Nasacort Aqueous Nasal Spray 55Mcg Actuation 120 Dose Nasal,1797915
Avandamet Tabs 1Mg + 500Mg,861818
Menophase Tab,340705
Schar Gf Wf Spaghetti Nutrition,884749
Adcortyl In Orabase For Mouth Ulcers Oral Paste 0.1%,892798
Nycopren 500Mg Gastro-Resistant Tablets Ardern Healthcare Ltd,581662
Nonoxinol - 9 Contraceptive Gel 2%,1796511
Sensura Mio Bg Md Splt Sft Cvr Col 15 Coloplast 10621,1363718
Tear-Lac Hypromellose 0.3% Eye Drops Preservative Free S...,309714
Dexa-Rhinaspray-Duo Spr,1369778
Keppra 500Mg Tablets Mawdsley-Brooks & Company Ltd,261336
Acular 0.5% Eye Drops Allergan Ltd,860109
Maloprim Tab,261446
Proguide No 1 Layer 1 Absorb Padding 10Cm X 4M S & N,1422
Anthelios Xl Cream Spf 50+ La Roche-Posay,240651
Zemtard 180 Xl Capsules Galen Ltd,1431982
Duofilm Collodion Paint 16.7% + 16.7%,49326
Co-Careldopa 50Mg 200Mg Modified-Release Tablets,252870
Toviaz Pr Tab 4Mg,810075
Climagest Tab 2Mg,202896
Tenoret 50 Tablets,746030
Curanail Nail Lacquer 5%,1100057
Metosyn Ointment Gp Pharma,1990855
Zithromax Caps 250Mg,212446
Alphosyl Cre,200010
Zicron 40Mg Tablets Bristol Laboratories Ltd,1421893
Co-Beneldopa Caps 50Mg+200Mg,252870
Becotide Rotacaps Cap 200,151414
Typhoid Vaccine Live Oral Strain Ty21A Gastro-Resistant,762595
Atromid -S 500Mg Capsule Astrazeneca Uk Ltd,477050
Zomorph 10Mg Modified-Release Capsules Prostrakan Ltd,1307644
Amoxil 500Mg,617296
Cefradine Capsules 500Mg,197456
Prostap Sr Depot Injection Inj 3.75Mg,363347
Estracombi Tts 50 Mcg,220372
Caverject Inj 20Micrograms,477639
Vaseline Pure Petroleum Jelly Unilever Uk Home & Persona...,8091
Marevan 1Mg Tablets Amco,202421
Pulmo Bailly Oral Solution Dendron Ltd,1170297
Regaine Regular Strength Topical Soln 20Mg Ml,307746
Zovirax Cream,825321
Altacite Plus Oral Suspension Peckforton Pharmaceuticals Ltd,1144131
Monphytol Paint Laboratories For Applied Biology Ltd,305064
Durogesic Dtrans 12Micrograms Transdermal Patches Janssen-Cilag Ltd,262071
Bonjela Original Gel Reckitt Benckiser Healthcare Uk Ltd,1489403
Softclix Xl Type C Lancet 0.8Mm 21Gauge Roche Diag,1305738
Co-Trimoxazole Forte Tab,10831
Qvar 100Micrograms Dose Easi-Breathe Inhaler Teva Uk Ltd,226084
Saline 0.9% Nebuliser Liquid 2.5Ml Steri-Neb Unit Dose Vials Teva Uk Ltd,312984
Ferrograd Folic Tablets,619044
Jobst Elvarex Custom Fit Class 2 23-32Mmhg Gauntlet To ...,215705
Dilzem Sr 60 Capsules Teva Uk Ltd,220347
Buscopan 10Mg Tablets Waymade Healthcare Plc,203547
Complan Shake Oral Powder 57G Sachets,1551456
Kemadrin 5Mg Tablet Wellcome Medical Division,1859381
Becotide Becodisk Re Inh 200,2593946
Ensure Plus Savoury Liq Abbott N,1311545
Depo-Medrone 40Mg Ml Inj 40,1358612
Amethocaine Eye Drp 0.5%,10391
Vita-E Gel 75I U,801169
Hyabak 0.15% Eye Drops Spectrum Thea Pharmaceuticals Ltd,220003
Gaviscon Cool Chewable Tablets Reckitt Benckiser Healthcare Uk Ltd,1372739
Indocid-R Cap 75,1091
Predsol Enema 100Ml Ene 20,606589
Zeroguent Cream Thornton & Ross Ltd,798444
Galpseud 30Mg 5Ml Linctus Thornton & Ross Ltd,798447
Acular Sol 0.5,860109
Celiprolol Tab 200,332412
Stexerol-D3 1 000Unit Tablets Prostrakan Ltd,12062
Eltroxin 100Microgram Tablets Amco,2607026
Mini-Wright Standard Range Peak Flow Meter 3103Xxx -,215502
Fencino 12Micrograms Hour Transdermal Patches Ethypharm Uk Ltd,581662
Diflucan Cap 150,207108
Urea Crm 5%,2627282
Speedicath Catheter Male Tiemann Tip 14Ch 28494 Coloplast Ltd,581662
Granuflex Bordered Hydrocolloid Dress 10Cm X 10Cm Convatec,861448
Glycer Trinitr Cfc Free Pump Spra 400Mcg Dose,198039
Laryngofoam Laryngectomy Protector 6.3Cm X 6.5Cm Flesh K...,315185
Adcortyl 0.10% Cream E R Squibb And Sons Ltd,216827
Calgel Gel,2174801
Locoid -C Crm 0.1%+3%,1370772
Chlorphenamine Tablets 4Mg,1363309
Feldene Gel 5Mg Gram,197288
Eumovate 0.05%X30G Crm,861503
Rabies Vaccine Powder And Solvent For Solution For Inject...,830470
Serc 8Mg Tablets Bgp Products Ltd,581662
Ultraproct Sup,3706
Asmasal 95Micrograms Dose Clickhaler Focus Pharmaceuticals Ltd,973880
Derbac-M Liq 0.5,403825
Glucagen Kit 1Mg Vi Inj,153095
Schar Gf Wf Lasagne Nutrition,884749
Nicorette 15Mg Patches Mcneil Products Ltd,1183374
Lamisil 1% Cream Novartis Consumer Health Uk Ltd,992530
Qufora Irrigation System Mini Set 53601-015 Macgregor He...,5531
Niquitin Cq Mint Loz 4Mg,968851
Sando-K Tablets,93028
Scandishake Mix Oral Powder 85G Sachets Flavour Not Spec...,261542
Fortisip Compact Liquid,999457
Sennosides Tablets 7.5 Mg,451463
Cod Liver Oil Capsule Napp Pharmaceuticals Ltd,376616
Femodette Tablets Bayer Plc,368457
Ensure Plus Advance Liquid Chocolate Abbott Laboratories Ltd,1010915
Qv Crm,2198900
Consecur Low Profil 2Pc Lockin Flang 35Mm Convatec S601Lp,215431
Naprosyn Ec Tabs 500Mg,105899
Feldene Cap 10Mg,105929
Nystan Oral Susp 100000 Units Ml,312055
Acyclovir Crm 5%,141859
Novopen 3 Fun Hypodermic Insulin Injection Pen Reusable For 3Ml Cartridge 1 Unit Dial Up Range 2-70 Units Red Novo Nordisk Ltd,2102062
Zomorph 10Mg Modified-Release Capsules Archimedes Pharma...,808520
Insulatard Novolet 100Units Ml Suspension For Injection Novo Nordisk Ltd,93558
Klean-Prep Oral Powder 69G Sachets Norgine Pharmaceutica...,217503
Nicorette Transdermal Patches 15 Mg 16 Hrs,203808
Ultrabase Cream Derma Uk Ltd,1441549
Duofilm Paint,49326
Surgical Non-Absorbable Braided Silk Suture 2 45Cm Blk 25Mm,314455
Betnesol -N Nasal Drp,1311545
Monotard 100Units Ml Suspension For Injection 10Ml Vials Novo Nordisk Ltd,311026
Sodium Clodronate 400Mg Capsules,1546871
Urofollitropin Inj 75 Iu Ampoule,795143
Atripla 600Mg 200Mg 245Mg Tablets Gilead Sciences International Ltd,643070
Dermovate 0.05% Ointment Glaxosmithkline Uk Ltd,861472
Stemetil Effervesent Sachet 5,142091
Penicillin Cap 250Mg,834061
Coal Tar Paste,2635
Zeroaqs Emollient Cream Thornton & Ross Ltd,798444
Rehidrat Sachets,808917
Normal Saline 0.90% Sterile Solution,1431150
Oruvail S R Cap 100Mg,2023
Normal Saline Sterile Soln 0.9%,1431150
Cerazette 75Microgram Tablets Organon Laboratories Ltd,581662
Diclozip 25 Tab 25,855633
Trosyl Nail Solution 283Mg Ml,7442
Pork Mixtard 30 Injection,892628
Lomotil 2.5Mg 25Microgram Tablets Amco,1190641
Anugesic-Hc Cream Pfizer Ltd,404044
Dovonex Scalp Solution 0.005% 50Mcg Ml,212443
Gygel 2% Contraceptive Jelly Marlborough Pharmaceuticals Ltd,581662
Trisequens Tablets Novo Nordisk Ltd,152867
Metrogel Gel 0.75 %,754766
Calogen Emulsion Flavour Not Specified,899916
Terra-Cortril 15G Oint,1607969
Becotide 200Mcg Rotacaps,151414
Entacapone Tabs 200Mg,317094
Vita-E 400Unit Capsules Typharm Ltd,412113
Alzain 100Mg Capsules Dr Reddy'S Laboratories Uk Ltd,1494203
Fersaday 322Mg Tablets Mercury Pharma Group Ltd,6769
Co-Amilozide 2.5 25 Tab,262150
Vicryl Absorbable Suture Gauge 1.5 75Cm Ethicon W9570T,1311638
Celluvisc Eye Drp,579907
Engerix B Vaccine 20Micrograms Ml 1Ml Pre-Fill Syringe,798428
Dimotane La Tabs 12Mg,6400
Astra Tech Lofric H2O Male Nelato 12Ch Astra Tech 9901200,702050
Agrippal Vaccine -,798304
Becodisk-7X8 400Mcg Device,151414
Niquitin Clear 21Mg Patches Glaxosmithkline Consumer Hea...,198030
Glutano G F Flour Mi,218348
Opticlik Blue Insulin Pen 3Ml 1-80 Units Sanofi Ave,2563676
Co-Cyprindiol 2000Microgram 35Microgram Tablets,2037
Catheter Maintenance Soln G Soln 3.23%,630265
Minocin Tab 100Mg,207358
Soln G Sterile Soln,204918
Aquaf Brill All Sil Fem Fol 14Ch-10Ml Ball Rusch Da210114,1607001
Becotide 200 Inh 200Mcg Act,1014651
Brillant Aquaflate All Silicone Catheter Male 14Ch Da310114 10Ml Balloon Teleflex,1722233
Complan Shake Nutrition Supplement Complan,1551456
Cyclogest Sup 200,3706
Evorel Sequi Transdermal Patches,2168766
Actilym Cla 2 Clos Toe Bel Kne Stock Standard Large Activa,215502
Spatone Original 20Ml Sachets Nelsons,1039670
Tritace Tablet Titration Pack 7 X 2.5 Mg 21 X 5 Mg 7 X 1,2054268
Elastic Hosiery Circular Knit Kneecap Mtm Class 2,1730435
Cozaar 100Mg Tablets Merck Sharp & Dohme Ltd,979482
Acyclovir Tab 200Mg,315280
Resource Benefiber Pwdr Nestle,687620
Emcor Ls 5Mg Tablets Merck Serono Ltd,1292422
Predsol Enema 100Ml Ene 20Mg,606589
Galenphol Linctus St 10,9913
Zocor Tab 10Mg,104490
Ultra Pku Pizza Base,220601
Dioralyte Sachets Aventis Pharma,808520
Brufen 400Mg Tablets Mylan Ltd,27306
Co-Amilofruse Tabs 5Mg+40Mg,2037
Lyclear Cream Rinse 1%,1735487
Betadine Antiseptic Paint 10 %,211108
Lift Plus 360 Medical Adhesive Remover 5506 Opus Healthcare,240559
Ventolin Nebules Inh 2.5Mg,8887
Naprosyn 500 Tablets -,105899
Nitrolingual Cfc Free Pump Spray 400Mcg Dose,995019
Fluclomix Caps 250Mg,891522
Adalat La 30Mg,491071
Anacal Oint,313884
Mugard Oral Rinse Spe Pharm,581662
Beconase Nasal Aerosol 50Mcg,1801243
Picolax Sachets 10Mg Sachet,808917
Lodine Cap 200,202998
Tubifast Blueline Elast Viscose Stock 7.5Cm X 5M Ssl,2626480
Fematrix 80,1667643
Sevredol 20Mg Tablets Napp Pharmaceuticals Ltd,581662
Ortho Dienoestrol Vaginal Crm 0.01%W W G + Applicator,351068
Releas Perforate Plasti Fil Fac Dres 5Cmx5Cm J & J Mrl004,2449
Imuran 50Mg Tablet Wellcome Medical Division,105611
Cozaar Tab 25,979487
Ponstan Forte 500Mg Tablets Chemidex Pharma Ltd,858735
Trosyl Nail Soln 280Mg Ml,7442
Adalat Retard Tabs 10 Mg,151131
Predsol Drops Eye,606589
As Saliva Orthana Artificial Saliva Lozenge -,1426466
Sinequan 25Mg Capsules Pfizer Ltd,8096
Jobst Elvarex Custom Fit Class 2 Forte 23-32Mmhg Armsle...,102166
Hydromol Crm,151875
Toujeo 300Units Ml Solution For Injection 1.5Ml Pre-Filled Solostar Pen Sanofi,1604544
Adhesive Remover Spray Coloplast 12010,1311202
Insulin Human Mixtar Inj 100,253182
Profor 4 Laye Syste Multi-Laye Ban Kit Ankle 25-30Cm S & N,55672
Voltarol 12 Hour Emulgel P 2.32% Gel Novartis Consumer H...,258478
Telfast 180 Film Coated Tablets 180Mg,324026
Creon 25000 Gastro-Resistant Capsules Sigma Pharmaceuticals Plc,48470
Rhinocort Aqua 100Microgram Nasal Spray,1797931
Lodine Sr M R Tablets 600 Mg,202998
Occlusal Solution 26 %,197877
Calcichew D3 Forte Chewable Tablets Waymade Healthcare Plc,202844
Ispaghula Husk Oral Powder Sugar Free,104129
Aveeno Colloidal Bath Additive Johnson And Johnson Medical Ltd,852136
Buscopan Tab 10,203547
Voltarol Dispersible Tab 50Mg,1600439
Anafranil 50Mg Capsules Novartis Pharmaceuticals Uk Ltd,857303
Nebusal 7% Inhalation Solution 4Ml Vials Forest Laboratories Uk Ltd,1495050
Daktarin Cream 2% W V,220372
Betnovate Scalp Application 0.1,861510
Mercilon 150Microgram 20Microgram Tablets Merck Sharp & Dohme Ltd,1292422
Pyridoxine Tabs 10Mg,749187
Influenza Vaccine Surface Antigen Inactivated Suspension,798420
Speedicath Compact Set Catheter Female 12Ch 28522 Coloplast Ltd,999457
Human Mixtard 30 Pen 100 Iu Ml,213442
Tarcortin Cre,581494
Geltears 0.2% Gel Bausch & Lomb Uk Ltd,1235262
Oilatum Scalp Intensive Treatment Shampoo Glaxosmithklin...,904620
Rosidal K Short Stretch Compression Bandag 6Cm X 5M Vernon,1483137
Sodium Hyaluronate 0.03% Eye Drops Preservative Free,1188426
Xylocaine Jel 2%,1010673
Cicatrin Pow,200083
Sodium Cromoglicate 4% Nasal Spray,831303
Sterimar Hypertonic Aqueous Nasal Spray Church,1094908
Ponstan Cap 250,242874
Warticon Soln 0.5%,1299143
Rosida K Shor Stretc Compressi Banda 10Cmx5M Vernon 22202,8588
Elleste Solo Mx Transdermal Patches 40 Micrograms 24 Hrs,1543730
Kenalog 80Mg 2Ml Intramuscular Injection E R Squibb And Sons Ltd,2168083
Ener-G Brown Rice Br,1311040
Efexor 75Mg Tablets Wyeth Pharmaceuticals,151692
Feldene Dispersible Tab 10,105929
Steri-Strip Gp41 Strip 3 Env,581660
Filmate Gauz Bp 198 Typ 13 Lig Non-Steri 8 Ply Swa 10Cmx10Cm,581660
Eurax Cream,207864
Amlostin Tabs 10Mg,215246
Amielle Comfort Vaginal Dilator Sm2100 Owen Mumford Ltd,643493
Cephradine Caps 250Mg,315609
Dioralyte Sachets Plain,217815
Sling Arm,1314424
Amoxycillin Sf Sachets 3 G,105766
Softclix Ii Lancets 200 Pack -,998493
Lotriderm Cream -,1085773
Engerix B Injection 20Micrograms Ml 1Ml Vial S,1658157
Peppermint Oil E C Capsules 0.2 Ml,33094
Timoptol-La 0.25% Ophthalmic Gel-Forming Solution Merck ...,313407
Climaval,323984
Combivent Inh 20Mcg + 100Mcg,1190225
Zinc Undecenoate 20% Undecenoic Acid 2% Powder,89748
Polythene 100 Gauge Gloves,968663
Fostair 200Micrograms Dose 6Micrograms Dose Inhaler Chiesi Ltd,225811
Rite-Diet Flour Mix Low Protein G F Pow,318272
Lipostat 10Mg Tablets Bristol-Myers Squibb Pharmaceuticals Ltd,203333
Locoid 0.1% Ointment Leo Pharma,1370760
Vitamin D3 Tabs 1000 Units,199362
Synalar 1 In 4 Dilution 0.00625% Ointment Reig Jofre Uk Ltd,1191260
Hydrofilm Plus Adhesive Film Dress 9Cm X 10Cm Hartmann,220957
Ultra Gf Sweet Biscuits Ultrapharm,1309250
Requip Tabs 250Micrograms + 500Micrograms + 1Mg,152953
Naprosyn Tab 500,105899
Topamax Tabs 25Mg,152855
T-Safe 380 A Ql Intra Uterine Device,1363423
Volumatic Spac Hold Chamb Dev A & H,763472
Ferrocontin Continus 100Mg Tablet Viatris Pharmaceuticals Ltd,795735
Carbomer 974P Liq Eye Drop Gel 0.25%,1363568
Voltarol 25Mg Gastro-Resistant Tablets Novartis Pharmaceuticals Uk Ltd,1600439
Voltarol Ophtha Eye Drp 0.1%,1600439
Paratull Paraffi - Ligh Loadi Gau Drs Imprgn 10Cmx10Cm Ssl,7906
Acti Circu Kni Ope Toe Bel Kne Stock Small Activa Class 1,1299655
K-Plu Typ 3A Lig Compressi Banda 10Cmx8.7M Parema Layer 3,6728
Inderal La Caps 160Mg,856483
Coro-Nitro 400Microgram Dose Spray Roche Products Ltd,1183932
Dioralyte Relief Sf Pwdr,824586
Tagamet Tab 800,152402
Sensi-Care Sting Free Barrier Foam 1Ml Applicator 420793 ...,631803
Rehidrat Sachet 14Gm,966811
Eurax 10% Cream 30G,207864
Eltroxin 100Microgram Tablets Mercury Pharma Group Ltd,6769
Opticare Eye Drop Dispenser,581662
Stromba 5Mg Tablets Sanofi-Synthelabo Ltd,581662
